NOMBRE,NOM_MUN,ENTIDAD,Total UP agropecuaria activas,UP Agricolas,UP Argri Riego ( R ),P UP Riego,UP Riego Gravedad (RG),UP RG Canales revestidos,UP RG Canales de Tierra,UP RG Tuber�a De Compuerta,UP R Por Microaspersi�n,UP R Por Aspersi�n,UP R Por Aspersi�n Pivote Central,UP R Por Aspersi�n Avance Frontal,UP R Por Aspersi�n Ca��n,UP R Por Aspersores,UP R Sistema De Goteo,UP R Mediante Alg�n Otro Sistema
20 OAX,San Luis Amatlán,  San Luis Amatlán,882,881,42,100,78.57142857,6.060606061,72.72727273,27.27272727,2.380952381,2.380952381,0,0,0,100,19.04761905,0
20 OAX,San Marcial Ozolotepec,  San Marcial Ozolotepec,202,200,2,100,0,0,0,0,100,100,0,0,0,100,0,0
20 OAX,San Marcos Arteaga,  San Marcos Arteaga,187,186,81,100,91.35802469,13.51351351,9.459459459,83.78378378,0,0,0,0,0,0,4.938271605,4.938271605
20 OAX,San Martín de los Cansecos,  San Martín De Los Cansecos,156,155,1,100,100,100,0,0,0,0,0,0,0,0,100,0
20 OAX,San Martín Huamelúlpam,  San Martín Huamelúlpam,227,225,12,100,16.66666667,50,50,0,8.333333333,0,0,0,0,0,50,33.33333333
20 OAX,San Martín Itunyoso,  San Martín Itunyoso,503,503,4,100,25,0,100,0,0,0,0,0,0,0,50,25
20 OAX,San Martín Lachilá,  San Martín Lachilá,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Martín Peras,  San Martín Peras,1293,1293,35,100,31.42857143,0,90.90909091,9.090909091,11.42857143,25.71428571,0,0,0,100,14.28571429,40
20 OAX,San Martín Tilcajete,  San Martín Tilcajete,104,103,1,100,100,0,0,100,0,0,0,0,0,0,0,0
20 OAX,San Martín Toxpalan,  San Martín Toxpalan,629,628,297,91.91919192,98.16849817,1.492537313,95.14925373,35.07462687,0.366300366,0.732600733,0,0,0,100,2.564102564,0
20 OAX,San Martín Zacatepec,  San Martín Zacatepec,167,166,4,75,100,100,0,0,0,0,0,0,0,0,0,0
20 OAX,San Mateo Cajonos,  San Mateo Cajonos,178,178,11,72.72727273,50,0,100,0,0,37.5,0,0,0,100,25,0
20 OAX,Capulálpam de Méndez,  Capulálpam De Méndez,61,61,1,100,0,0,0,0,100,0,0,0,0,0,100,0
20 OAX,San Mateo del Mar,  San Mateo Del Mar,549,523,6,100,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,San Mateo Yoloxochitlán,  San Mateo Yoloxochitlán,391,390,2,100,0,0,0,0,0,50,0,0,0,100,0,50
20 OAX,San Mateo Etlatongo,  San Mateo Etlatongo,417,413,289,48.09688581,82.01438849,85.96491228,7.894736842,47.36842105,8.633093525,34.5323741,0,0,37.5,64.58333333,1.438848921,3.597122302
20 OAX,San Mateo Nejápam,  San Mateo Nejápam,175,174,4,100,75,100,0,0,0,25,0,0,0,100,0,0
20 OAX,San Mateo Peñasco,  San Mateo Peñasco,519,519,155,99.35483871,96.1038961,5.405405405,83.78378378,37.83783784,0,0,0,0,0,0,3.896103896,1.298701299
20 OAX,San Mateo Piñas,  San Mateo Piñas,522,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Mateo Río Hondo,  San Mateo Río Hondo,306,302,13,100,46.15384615,16.66666667,66.66666667,16.66666667,7.692307692,38.46153846,0,0,0,100,46.15384615,7.692307692
20 OAX,San Mateo Sindihui,  San Mateo Sindihui,229,229,2,100,0,0,0,0,0,0,0,0,0,0,50,50
20 OAX,San Mateo Tlapiltepec,  San Mateo Tlapiltepec,69,69,5,100,0,0,0,0,40,40,0,0,0,100,20,40
20 OAX,San Melchor Betaza,  San Melchor Betaza,203,203,29,100,34.48275862,0,80,20,0,51.72413793,0,0,0,100,0,17.24137931
20 OAX,San Miguel Achiutla,  San Miguel Achiutla,287,286,79,62.02531646,93.87755102,10.86956522,50,41.30434783,0,2.040816327,0,0,0,100,2.040816327,4.081632653
20 OAX,San Miguel Ahuehuetitlán,  San Miguel Ahuehuetitlán,264,262,7,71.42857143,100,20,80,0,0,20,0,0,0,100,0,0
20 OAX,San Miguel Aloápam,  San Miguel Aloápam,354,353,5,100,40,0,50,50,20,0,0,0,0,0,80,0
20 OAX,San Miguel Amatitlán,  San Miguel Amatitlán,874,874,4,100,100,25,75,25,0,0,0,0,0,0,25,0
20 OAX,San Miguel Amatlán,  San Miguel Amatlán,128,128,8,100,0,0,0,0,0,100,0,0,0,100,100,0
20 OAX,San Miguel Coatlán,  San Miguel Coatlán,531,530,69,100,18.84057971,0,92.30769231,7.692307692,0,33.33333333,0,0,0,100,15.94202899,34.7826087
20 OAX,San Miguel Chicahua,  San Miguel Chicahua,752,750,10,100,60,0,50,50,0,0,0,0,0,0,40,0
20 OAX,San Miguel Chimalapa,  San Miguel Chimalapa,1085,1021,40,100,30,0,91.66666667,16.66666667,10,12.5,0,0,20,80,2.5,52.5
20 OAX,San Miguel del Puerto,  San Miguel Del Puerto,1093,1084,32,100,56.25,61.11111111,33.33333333,16.66666667,18.75,34.375,9.090909091,0,27.27272727,81.81818182,56.25,0
20 OAX,San Miguel del Río,  San Miguel Del Río,51,51,5,100,0,0,0,0,0,0,0,0,0,0,100,0
20 OAX,San Miguel Ejutla,  San Miguel Ejutla,217,216,41,90.24390244,43.24324324,25,31.25,43.75,0,0,0,0,0,0,72.97297297,0
20 OAX,San Miguel el Grande,  San Miguel El Grande,844,844,161,100,66.45962733,14.95327103,81.30841121,8.411214953,1.242236025,27.32919255,2.272727273,2.272727273,0,100,4.347826087,10.55900621
20 OAX,San Miguel Huautla,  San Miguel Huautla,325,324,16,100,62.5,0,100,0,0,18.75,0,0,0,100,0,31.25
20 OAX,San Miguel Mixtepec,  San Miguel Mixtepec,575,573,54,100,64.81481481,8.571428571,88.57142857,5.714285714,1.851851852,22.22222222,0,0,0,100,11.11111111,11.11111111
20 OAX,San Miguel Panixtlahuaca,  San Miguel Panixtlahuaca,489,489,2,100,50,0,100,0,0,0,0,0,0,0,50,0
20 OAX,San Miguel Peras,  San Miguel Peras,377,375,100,100,88,1.136363636,97.72727273,2.272727273,1,7,0,0,0,100,1,18
20 OAX,San Miguel Piedras,  San Miguel Piedras,232,232,1,100,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,San Miguel Quetzaltepec,  San Miguel Quetzaltepec,2217,2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Miguel Santa Flor,  San Miguel Santa Flor,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,Villa Sola de Vega,  Villa Sola De Vega,1483,1475,102,100,72.54901961,18.91891892,91.89189189,1.351351351,3.921568627,19.60784314,5,0,0,95,15.68627451,4.901960784
20 OAX,San Miguel Soyaltepec,  San Miguel Soyaltepec,4391,4249,22,100,22.72727273,0,80,20,22.72727273,68.18181818,0,0,20,80,9.090909091,0
20 OAX,San Miguel Suchixtepec,  San Miguel Suchixtepec,125,125,2,100,50,0,100,0,0,0,0,0,0,0,50,0
20 OAX,Villa Talea de Castro,  Villa Talea De Castro,501,501,10,100,20,0,100,0,0,80,0,0,0,100,0,0
20 OAX,San Miguel Tecomatlán,  San Miguel Tecomatlán,59,59,38,100,76.31578947,93.10344828,10.34482759,0,2.631578947,63.15789474,0,0,4.166666667,95.83333333,5.263157895,0
20 OAX,San Miguel Tenango,  San Miguel Tenango,242,241,9,100,44.44444444,0,100,0,11.11111111,33.33333333,0,0,0,100,0,55.55555556
20 OAX,San Miguel Tequixtepec,  San Miguel Tequixtepec,204,202,20,100,50,0,80,20,0,0,0,0,0,0,0,50
20 OAX,San Miguel Tilquiápam,  San Miguel Tilquiápam,264,261,14,85.71428571,50,0,100,16.66666667,0,0,0,0,0,0,0,50
20 OAX,San Miguel Tlacamama,  San Miguel Tlacamama,608,581,21,80.95238095,76.47058824,0,30.76923077,69.23076923,5.882352941,17.64705882,0,0,33.33333333,66.66666667,11.76470588,0
20 OAX,San Miguel Tlacotepec,  San Miguel Tlacotepec,284,278,9,100,66.66666667,0,100,0,11.11111111,0,0,0,0,0,0,22.22222222
20 OAX,San Miguel Tulancingo,  San Miguel Tulancingo,148,148,22,77.27272727,70.58823529,33.33333333,25,50,5.882352941,5.882352941,0,0,0,100,41.17647059,0
20 OAX,San Miguel Yotao,  San Miguel Yotao,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Nicolás,  San Nicolás,249,248,12,100,66.66666667,12.5,100,0,0,0,0,0,0,0,25,33.33333333
20 OAX,San Nicolás Hidalgo,  San Nicolás Hidalgo,151,150,123,96.74796748,100,36.13445378,84.03361345,32.77310924,0,0.840336134,0,0,0,100,0.840336134,0
20 OAX,San Pablo Coatlán,  San Pablo Coatlán,687,686,71,100,49.29577465,8.571428571,71.42857143,20,0,9.85915493,0,0,28.57142857,71.42857143,12.67605634,36.61971831
20 OAX,San Pablo Cuatro Venados,  San Pablo Cuatro Venados,352,352,25,100,52,0,61.53846154,38.46153846,0,0,0,0,0,0,12,36
20 OAX,San Pablo Etla,  San Pablo Etla,301,297,54,87.03703704,74.46808511,45.71428571,42.85714286,40,4.255319149,17.0212766,12.5,12.5,0,87.5,12.76595745,6.382978723
20 OAX,San Pablo Huitzo,  San Pablo Huitzo,429,424,205,100,87.80487805,3.888888889,26.11111111,71.11111111,0.487804878,6.829268293,0,0,21.42857143,92.85714286,14.63414634,1.951219512
20 OAX,San Pablo Huixtepec,  San Pablo Huixtepec,512,498,243,77.77777778,8.994708995,17.64705882,64.70588235,41.17647059,26.98412698,89.41798942,0.591715976,1.775147929,0.591715976,98.81656805,7.936507937,0.529100529
20 OAX,San Pablo Macuiltianguis,  San Pablo Macuiltianguis,143,142,12,100,75,0,100,0,0,50,0,0,0,100,33.33333333,0
20 OAX,San Pablo Tijaltepec,  San Pablo Tijaltepec,920,920,21,100,38.0952381,0,100,0,0,14.28571429,0,0,0,100,38.0952381,14.28571429
20 OAX,San Pablo Villa de Mitla,  San Pablo Villa De Mitla,831,825,82,97.56097561,82.5,3.03030303,75.75757576,24.24242424,1.25,3.75,0,0,0,100,20,3.75
20 OAX,San Pablo Yaganiza,  San Pablo Yaganiza,108,108,1,100,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,San Pedro Amuzgos,  San Pedro Amuzgos,1125,1088,48,97.91666667,95.74468085,0,97.77777778,6.666666667,2.127659574,4.255319149,0,0,0,100,2.127659574,0
20 OAX,San Pedro Apóstol,  San Pedro Apóstol,298,298,55,76.36363636,16.66666667,0,57.14285714,42.85714286,2.380952381,26.19047619,0,0,0,100,54.76190476,7.142857143
20 OAX,San Pedro Atoyac,  San Pedro Atoyac,567,551,211,100,98.57819905,0.480769231,92.30769231,7.692307692,0.473933649,0.473933649,0,0,0,100,0.473933649,1.421800948
20 OAX,San Pedro Cajonos,  San Pedro Cajonos,159,154,4,100,75,33.33333333,0,66.66666667,25,75,0,0,0,100,25,0
20 OAX,San Pedro Coxcaltepec Cántaros,  San Pedro Coxcaltepec Cántaros,169,169,7,71.42857143,40,0,100,0,0,20,0,0,0,100,60,0
20 OAX,San Pedro Comitancillo,  San Pedro Comitancillo,363,358,36,86.11111111,93.5483871,31.03448276,86.20689655,41.37931034,0,6.451612903,50,0,0,50,6.451612903,0
20 OAX,San Pedro el Alto,  San Pedro El Alto,227,226,1,100,0,0,0,0,0,0,0,0,0,0,100,0
20 OAX,San Pedro Huamelula,  San Pedro Huamelula,1067,1059,152,100,63.81578947,11.34020619,47.42268041,55.67010309,8.552631579,2.631578947,25,25,0,50,8.552631579,24.34210526
20 OAX,San Pedro Huilotepec,  San Pedro Huilotepec,205,194,25,100,100,12,96,16,0,0,0,0,0,0,0,0
20 OAX,San Pedro Ixcatlán,  San Pedro Ixcatlán,1368,1310,1,100,0,0,0,0,100,100,0,0,0,100,0,0
20 OAX,San Pedro Ixtlahuaca,  San Pedro Ixtlahuaca,520,518,80,65,53.84615385,0,100,0,3.846153846,11.53846154,0,0,16.66666667,83.33333333,17.30769231,26.92307692
20 OAX,San Pedro Jaltepetongo,  San Pedro Jaltepetongo,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Pedro Jicayán,  San Pedro Jicayán,1625,1608,39,69.23076923,100,0,70.37037037,55.55555556,3.703703704,0,0,0,0,0,3.703703704,0
20 OAX,San Pedro Jocotipac,  San Pedro Jocotipac,219,219,2,100,0,0,0,0,100,0,0,0,0,0,0,100
20 OAX,San Pedro Juchatengo,  San Pedro Juchatengo,137,134,15,100,73.33333333,0,90.90909091,9.090909091,0,33.33333333,0,0,60,40,0,0
20 OAX,San Pedro Mártir,  San Pedro Mártir,397,397,83,53.01204819,43.18181818,0,21.05263158,78.94736842,0,0,0,0,0,0,63.63636364,2.272727273
20 OAX,San Pedro Mártir Quiechapa,  San Pedro Mártir Quiechapa,146,146,10,100,100,10,90,40,0,10,0,0,100,0,0,0
20 OAX,San Pedro Mártir Yucuxaco,  San Pedro Mártir Yucuxaco,316,316,10,100,50,0,80,20,20,20,0,0,0,100,30,0
20 OAX,San Pedro Mixtepec,  San Pedro Mixtepec,1122,1088,70,94.28571429,34.84848485,0,52.17391304,52.17391304,19.6969697,21.21212121,14.28571429,0,14.28571429,78.57142857,48.48484848,1.515151515
20 OAX,San Pedro Mixtepec,  San Pedro Mixtepec,200,200,3,100,33.33333333,0,0,100,0,100,33.33333333,33.33333333,0,66.66666667,0,0
20 OAX,San Pedro Molinos,  San Pedro Molinos,190,190,88,100,100,2.272727273,97.72727273,93.18181818,0,0,0,0,0,0,0,0
20 OAX,San Pedro Nopala,  San Pedro Nopala,226,226,29,86.20689655,44,0,72.72727273,27.27272727,4,12,0,0,0,100,24,24
20 OAX,San Pedro Ocopetatillo,  San Pedro Ocopetatillo,191,191,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Pedro Ocotepec,  San Pedro Ocotepec,320,320,2,100,50,0,100,0,0,50,0,0,0,100,0,0
20 OAX,San Pedro Pochutla,  San Pedro Pochutla,2359,2320,64,100,53.125,0,85.29411765,14.70588235,12.5,21.875,0,7.142857143,7.142857143,85.71428571,17.1875,14.0625
20 OAX,San Pedro Quiatoni,  San Pedro Quiatoni,2073,2073,15,80,75,0,100,0,0,16.66666667,0,0,0,100,8.333333333,8.333333333
20 OAX,San Pedro Sochiápam,  San Pedro Sochiápam,839,837,6,100,100,0,0,100,16.66666667,0,0,0,0,0,0,0
20 OAX,San Pedro Tapanatepec,  San Pedro Tapanatepec,1785,1726,120,99.16666667,64.70588235,0,35.06493506,64.93506494,21.00840336,4.201680672,0,0,40,80,2.521008403,15.12605042
20 OAX,San Pedro Taviche,  San Pedro Taviche,212,212,5,100,40,0,100,0,40,20,0,0,0,100,0,0
20 OAX,San Pedro Teozacoalco,  San Pedro Teozacoalco,244,244,2,100,50,100,0,100,50,50,0,0,0,100,0,0
20 OAX,San Pedro Teutila,  San Pedro Teutila,779,758,1,100,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,San Pedro Tidaá,  San Pedro Tidaá,241,241,42,100,95.23809524,27.5,80,5,0,0,0,0,0,0,0,7.142857143
20 OAX,San Pedro Topiltepec,  San Pedro Topiltepec,137,137,7,100,71.42857143,0,60,40,14.28571429,14.28571429,0,0,0,100,14.28571429,0
20 OAX,San Pedro Totolápam,  San Pedro Totolápam,334,329,52,88.46153846,95.65217391,13.63636364,84.09090909,59.09090909,2.173913043,0,0,0,0,0,4.347826087,2.173913043
20 OAX,Villa de Tututepec,  Villa De Tututepec,3209,3055,1853,97.13977334,44.11111111,5.16372796,56.80100756,48.61460957,65.77777778,12.22222222,5,0.454545455,38.18181818,73.63636364,2.888888889,4.444444444
20 OAX,San Pedro Yaneri,  San Pedro Yaneri,197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,San Pedro Yólox,  San Pedro Yólox,349,349,13,100,53.84615385,0,100,0,0,76.92307692,0,0,0,100,15.38461538,23.07692308
20 OAX,San Pedro y San Pablo Ayutla,  San Pedro Y San Pablo Ayutla,678,678,6,100,83.33333333,0,100,0,0,16.66666667,0,0,0,100,0,0
20 OAX,Villa de Etla,  Villa De Etla,211,206,39,53.84615385,57.14285714,41.66666667,58.33333333,33.33333333,4.761904762,14.28571429,0,0,0,100,23.80952381,4.761904762
20 OAX,San Pedro y San Pablo Teposcolula,  San Pedro Y San Pablo Teposcolula,642,631,14,92.85714286,61.53846154,37.5,62.5,0,0,30.76923077,0,0,0,100,7.692307692,0
20 OAX,San Pedro y San Pablo Tequixtepec,  San Pedro Y San Pablo Tequixtepec,351,349,49,100,95.91836735,65.95744681,25.53191489,14.89361702,0,2.040816327,0,0,100,0,6.12244898,4.081632653
20 OAX,San Pedro Yucunama,  San Pedro Yucunama,64,63,1,100,0,0,0,0,0,0,0,0,0,0,100,0
20 OAX,San Raymundo Jalpan,  San Raymundo Jalpan,349,349,40,10,25,0,100,0,75,25,0,0,0,100,25,25
20 OAX,San Sebastián Abasolo,  San Sebastián Abasolo,684,681,326,72.08588957,86.38297872,4.433497537,16.74876847,81.77339901,0.425531915,27.23404255,0,0,3.125,98.4375,1.276595745,0.85106383
20 OAX,San Sebastián Coatlán,  San Sebastián Coatlán,662,658,2,100,100,50,50,0,0,50,0,0,0,100,0,0
20 OAX,San Sebastián Ixcapa,  San Sebastián Ixcapa,847,809,13,61.53846154,100,0,12.5,87.5,0,25,0,0,0,100,12.5,0
20 OAX,San Sebastián Nicananduta,  San Sebastián Nicananduta,368,368,2,100,50,0,100,0,0,0,0,0,0,0,50,0
20 OAX,San Sebastián Río Hondo,  San Sebastián Río Hondo,608,594,39,100,51.28205128,0,85,15,5.128205128,38.46153846,0,0,0,100,20.51282051,2.564102564
20 OAX,San Sebastián Tecomaxtlahuaca,  San Sebastián Tecomaxtlahuaca,747,747,80,95,59.21052632,13.33333333,71.11111111,22.22222222,27.63157895,36.84210526,3.571428571,0,7.142857143,89.28571429,7.894736842,15.78947368
20 OAX,San Sebastián Teitipac,  San Sebastián Teitipac,270,269,22,90.90909091,100,0,70,30,0,0,0,0,0,0,0,0
20 OAX,San Sebastián Tutla,  San Sebastián Tutla,87,85,17,76.47058824,84.61538462,0,9.090909091,90.90909091,7.692307692,0,0,0,0,0,23.07692308,0
20 OAX,San Simón Almolongas,  San Simón Almolongas,688,686,93,66.66666667,72.58064516,11.11111111,86.66666667,20,4.838709677,1.612903226,0,0,0,100,45.16129032,0
20 OAX,San Simón Zahuatlán,  San Simón Zahuatlán,272,272,1,100,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,Santa Ana,  Santa Ana,487,486,14,92.85714286,23.07692308,0,100,0,15.38461538,15.38461538,0,0,0,100,69.23076923,0
20 OAX,Santa Ana Ateixtlahuaca,  Santa Ana Ateixtlahuaca,116,115,1,100,0,0,0,0,100,0,0,0,0,0,0,0
20 OAX,Santa Ana Cuauhtémoc,  Santa Ana Cuauhtémoc,193,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,Santa Ana del Valle,  Santa Ana Del Valle,108,106,4,100,100,25,75,25,0,0,0,0,0,0,0,0
20 OAX,Santa Ana Tavela,  Santa Ana Tavela,187,186,11,100,100,18.18181818,81.81818182,54.54545455,0,0,0,0,0,0,0,9.090909091
20 OAX,Santa Ana Tlapacoyan,  Santa Ana Tlapacoyan,236,231,114,100,92.98245614,50,64.1509434,6.603773585,1.754385965,7.894736842,0,0,22.22222222,88.88888889,1.754385965,0
20 OAX,Santa Ana Yareni,  Santa Ana Yareni,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,Santa Ana Zegache,  Santa Ana Zegache,500,497,95,72.63157895,72.46376812,2,54,44,0,15.94202899,0,0,0,100,18.84057971,7.246376812
20 OAX,Santa Catalina Quierí,  Santa Catalina Quierí,160,160,4,100,50,0,50,50,0,50,0,0,0,100,0,0
20 OAX,Santa Catarina Cuixtla,  Santa Catarina Cuixtla,157,156,10,100,20,0,50,50,50,10,0,0,0,100,80,0
20 OAX,Santa Catarina Ixtepeji,  Santa Catarina Ixtepeji,230,230,31,100,80.64516129,0,88,16,9.677419355,67.74193548,0,0,0,100,3.225806452,3.225806452
20 OAX,Santa Catarina Juquila,  Santa Catarina Juquila,1659,1621,38,100,10.52631579,0,75,25,7.894736842,65.78947368,4,0,0,96,15.78947368,5.263157895
20 OAX,Santa Catarina Lachatao,  Santa Catarina Lachatao,271,269,3,100,66.66666667,0,50,50,0,33.33333333,0,0,0,100,33.33333333,0
20 OAX,Santa Catarina Loxicha,  Santa Catarina Loxicha,283,281,5,100,20,0,100,0,60,80,0,0,0,100,0,0
20 OAX,Santa Catarina Mechoacán,  Santa Catarina Mechoacán,880,867,8,50,50,0,0,100,50,25,0,0,0,100,0,0
20 OAX,Santa Catarina Minas,  Santa Catarina Minas,297,297,31,100,9.677419355,0,33.33333333,66.66666667,0,0,0,0,0,0,96.77419355,0
20 OAX,Santa Catarina Quiané,  Santa Catarina Quiané,325,325,107,96.26168224,91.26213592,0,14.89361702,85.10638298,0.970873786,6.796116505,0,0,14.28571429,100,1.941747573,2.912621359
20 OAX,Santa Catarina Tayata,  Santa Catarina Tayata,252,251,4,100,50,0,0,100,0,50,0,0,0,100,0,0
20 OAX,Santa Catarina Ticuá,  Santa Catarina Ticuá,289,289,11,100,63.63636364,0,100,0,0,9.090909091,0,0,0,100,0,27.27272727
20 OAX,Santa Catarina Yosonotú,  Santa Catarina Yosonotú,301,301,4,100,75,0,33.33333333,66.66666667,0,0,0,0,0,0,0,25
20 OAX,Santa Catarina Zapoquila,  Santa Catarina Zapoquila,115,115,34,100,64.70588235,36.36363636,22.72727273,50,0,2.941176471,0,0,0,100,2.941176471,41.17647059
20 OAX,Santa Cruz Acatepec,  Santa Cruz Acatepec,143,143,4,100,0,0,0,0,0,0,0,0,0,0,50,25
20 OAX,Santa Cruz Amilpas,  Santa Cruz Amilpas,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,Santa Cruz de Bravo,  Santa Cruz De Bravo,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,Santa Cruz Itundujia,  Santa Cruz Itundujia,2100,2084,34,100,17.64705882,33.33333333,66.66666667,16.66666667,11.76470588,29.41176471,10,0,10,90,41.17647059,8.823529412
20 OAX,Santa Cruz Mixtepec,  Santa Cruz Mixtepec,660,660,329,97.87234043,96.27329193,80.32258065,33.5483871,9.677419355,1.863354037,2.48447205,0,0,0,100,0.310559006,0.621118012
20 OAX,Santa Cruz Nundaco,  Santa Cruz Nundaco,527,527,26,100,38.46153846,30,60,10,0,0,0,0,0,0,50,23.07692308
20 OAX,Santa Cruz Papalutla,  Santa Cruz Papalutla,311,310,92,100,71.73913043,0,13.63636364,96.96969697,2.173913043,41.30434783,0,0,2.631578947,97.36842105,9.782608696,1.086956522
20 OAX,Santa Cruz Tacache de Mina,  Santa Cruz Tacache De Mina,303,296,229,87.33624454,99,59.09090909,49.49494949,51.01010101,1.5,2.5,0,0,0,100,3,0
20 OAX,Santa Cruz Tacahua,  Santa Cruz Tacahua,245,245,14,100,85.71428571,0,100,0,0,7.142857143,0,0,0,100,14.28571429,0
20 OAX,Santa Cruz Tayata,  Santa Cruz Tayata,140,140,2,100,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,Santa Cruz Xitla,  Santa Cruz Xitla,580,579,93,100,91.39784946,17.64705882,92.94117647,1.176470588,0,2.150537634,0,0,0,100,10.75268817,2.150537634
20 OAX,Santa Cruz Xoxocotlán,  Santa Cruz Xoxocotlán,613,611,180,58.88888889,30.18867925,15.625,75,15.625,9.433962264,50.94339623,18.51851852,0,25.92592593,77.77777778,17.9245283,9.433962264
20 OAX,Santa Cruz Zenzontepec,  Santa Cruz Zenzontepec,2665,2660,28,100,39.28571429,0,90.90909091,9.090909091,17.85714286,17.85714286,20,0,20,80,32.14285714,3.571428571
20 OAX,Santa Gertrudis,  Santa Gertrudis,1432,1427,877,22.12086659,40.20618557,1.282051282,43.58974359,74.35897436,26.80412371,80.92783505,0.636942675,29.29936306,5.732484076,69.42675159,3.608247423,1.546391753
20 OAX,Santa Inés del Monte,  Santa Inés Del Monte,256,256,38,100,28.94736842,0,100,0,0,5.263157895,0,0,0,100,28.94736842,55.26315789
20 OAX,Santa Inés Yatzeche,  Santa Inés Yatzeche,102,102,2,100,0,0,0,0,0,100,0,0,0,100,0,0
20 OAX,Santa Lucía del Camino,  Santa Lucía Del Camino,12,12,4,100,75,0,66.66666667,33.33333333,0,25,0,0,100,0,0,25
20 OAX,Santa Lucía Miahuatlán,  Santa Lucía Miahuatlán,559,559,22,100,54.54545455,0,100,0,0,18.18181818,0,0,0,100,22.72727273,13.63636364
20 OAX,Santa Lucía Monteverde,  Santa Lucía Monteverde,1471,1467,22,100,50,27.27272727,54.54545455,36.36363636,9.090909091,36.36363636,0,0,0,100,27.27272727,4.545454545
20 OAX,Santa Lucía Ocotlán,  Santa Lucía Ocotlán,618,617,68,91.17647059,48.38709677,3.333333333,100,0,0,4.838709677,0,0,0,100,51.61290323,0
20 OAX,Santa María Alotepec,  Santa María Alotepec,471,470,4,100,75,0,100,33.33333333,25,0,0,0,0,0,0,0
20 OAX,Santa María Apazco,  Santa María Apazco,621,620,20,100,95,36.84210526,42.10526316,26.31578947,0,0,0,0,0,0,5,0
20 OAX,Santa María la Asunción,  Santa María La Asunción,438,438,2,50,0,0,0,0,0,0,0,0,0,0,100,0
20 OAX,Heroica Ciudad de Tlaxiaco,  Heroica Ciudad De Tlaxiaco,2740,2725,378,94.70899471,79.05027933,23.67491166,66.43109541,32.50883392,3.072625698,11.17318436,2.5,5,5,92.5,7.262569832,9.497206704
20 OAX,Ayoquezco de Aldama,  Ayoquezco De Aldama,403,401,35,100,57.14285714,0,75,25,8.571428571,25.71428571,0,44.44444444,11.11111111,55.55555556,28.57142857,2.857142857
20 OAX,Santa María Atzompa,  Santa María Atzompa,527,525,76,69.73684211,67.9245283,2.777777778,77.77777778,19.44444444,9.433962264,22.64150943,0,0,58.33333333,66.66666667,28.30188679,7.547169811
20 OAX,Santa María Camotlán,  Santa María Camotlán,167,164,19,100,63.15789474,41.66666667,66.66666667,50,5.263157895,0,0,0,0,0,57.89473684,0
20 OAX,Santa María Colotepec,  Santa María Colotepec,1313,1274,68,89.70588235,22.95081967,7.142857143,64.28571429,28.57142857,4.918032787,11.47540984,0,0,71.42857143,42.85714286,72.13114754,3.278688525
20 OAX,Santa María Cortijo,  Santa María Cortijo,283,261,6,33.33333333,50,0,100,0,0,50,0,0,0,100,50,0
20 OAX,Santa María Coyotepec,  Santa María Coyotepec,137,135,27,100,22.22222222,0,100,0,74.07407407,77.77777778,0,0,4.761904762,100,0,3.703703704
20 OAX,Santa María Chachoápam,  Santa María Chachoápam,318,317,15,93.33333333,14.28571429,0,50,50,7.142857143,57.14285714,0,0,0,100,21.42857143,7.142857143
20 OAX,Villa de Chilapa de Díaz,  Villa De Chilapa De Díaz,111,111,11,90.90909091,100,0,100,0,0,0,0,0,0,0,0,0
20 OAX,Santa María Chilchotla,  Santa María Chilchotla,3395,3371,3,100,0,0,0,0,0,33.33333333,0,0,0,100,0,66.66666667
20 OAX,Santa María Chimalapa,  Santa María Chimalapa,1655,1516,2,100,100,50,100,0,0,0,0,0,0,0,0,50
20 OAX,Santa María del Rosario,  Santa María Del Rosario,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 OAX,Santa María del Tule,  Santa María Del Tule,237,235,57,56.14035088,28.125,0,22.22222222,77.77777778,6.25,65.625,0,0,0,100,3.125,0
