NOMBRE,NOM_MUN,ENTIDAD,Total UP agropecuaria activas,UP Agricolas,UP Argri Riego ( R ),P UP Riego,UP Riego Gravedad (RG),UP RG Canales revestidos,UP RG Canales de Tierra,UP RG Tuber�a De Compuerta,UP R Por Microaspersi�n,UP R Por Aspersi�n,UP R Por Aspersi�n Pivote Central,UP R Por Aspersi�n Avance Frontal,UP R Por Aspersi�n Ca��n,UP R Por Aspersores,UP R Sistema De Goteo,UP R Mediante Alg�n Otro Sistema
01 AGS,, Aguascalientes,19648,18459,7394,65.47200433,58.9754183,14.60595447,27.56567426,70.96322242,8.489981409,16.21565792,11.21019108,2.165605096,10.57324841,82.80254777,36.23218343,1.77649246
01 AGS,Aguascalientes,  Aguascalientes,3098,2794,629,56.75675676,59.94397759,8.411214953,22.42990654,78.03738318,10.36414566,37.81512605,28.14814815,4.444444444,18.51851852,62.22222222,14.56582633,0.280112045
01 AGS,Asientos,  Asientos,3302,3238,1033,75.2178122,45.17374517,3.418803419,21.36752137,79.48717949,5.276705277,8.365508366,9.230769231,1.538461538,9.230769231,89.23076923,63.83526384,0.128700129
01 AGS,Calvillo,  Calvillo,2659,2379,1524,57.61154856,43.7357631,3.125,56.51041667,48.17708333,27.90432802,35.87699317,1.26984127,0.317460317,10.15873016,91.42857143,11.61731207,4.669703872
01 AGS,Cosío,  Cosío,1049,1021,663,66.5158371,83.21995465,28.33787466,18.80108992,70.29972752,0.907029478,3.174603175,14.28571429,0,7.142857143,78.57142857,32.42630385,0.680272109
01 AGS,Jesús María,  Jesús María,1451,1310,589,60.61120543,75.6302521,8.148148148,37.03703704,62.96296296,2.801120448,14.00560224,10,0,16,76,10.6442577,7.56302521
01 AGS,Pabellón de Arteaga,  Pabellón De Arteaga,989,926,582,68.38487973,42.46231156,5.917159763,17.15976331,81.06508876,5.27638191,16.33165829,20,1.538461538,3.076923077,86.15384615,65.57788945,0.502512563
01 AGS,Rincón de Romos,  Rincón De Romos,1709,1667,932,64.91416309,53.71900826,3.692307692,36.61538462,73.23076923,3.801652893,5.123966942,16.12903226,9.677419355,0,83.87096774,63.14049587,0.661157025
01 AGS,San José de Gracia,  San José De Gracia,1060,927,264,73.86363636,95.8974359,74.86631016,24.59893048,49.19786096,3.58974359,5.641025641,0,0,54.54545455,54.54545455,4.102564103,0
01 AGS,Tepezalá,  Tepezalá,1586,1541,704,69.31818182,69.87704918,24.34017595,20.52785924,78.29912023,2.663934426,8.81147541,0,6.976744186,0,95.34883721,41.39344262,1.024590164
01 AGS,El Llano,  El Llano,2199,2143,317,74.76340694,90.29535865,1.869158879,5.607476636,94.39252336,1.265822785,5.063291139,58.33333333,8.333333333,25,25,9.282700422,0.421940928
01 AGS,San Francisco de los Romo,  San Francisco De Los Romo,546,513,157,68.78980892,30.55555556,0,6.060606061,93.93939394,6.481481481,40.74074074,18.18181818,2.272727273,0,88.63636364,44.44444444,0.925925926
02 BCN,, Baja California,7777,6666,6303,48.45311756,60.77275704,47.30603448,79.1487069,37.39224138,1.964636542,4.55140799,5.755395683,2.877697842,14.38848921,79.13669065,39.78388998,0.55664702
02 BCN,Ensenada,  Ensenada,1483,1239,1046,70.07648184,6.139154161,4.444444444,46.66666667,48.88888889,2.182810368,6.684856753,4.081632653,2.040816327,2.040816327,93.87755102,91.81446112,0.68212824
02 BCN,Mexicali,  Mexicali,4964,4630,4630,39.11447084,98.01214798,49.18309859,80.28169014,37.23943662,0.496963004,2.319160685,4.761904762,0,38.0952381,59.52380952,5.080066262,0.165654335
02 BCN,Tecate,  Tecate,270,138,83,85.54216867,18.30985915,7.692307692,84.61538462,15.38461538,11.26760563,14.08450704,0,10,10,80,73.23943662,1.408450704
02 BCN,Tijuana,  Tijuana,159,69,38,89.47368421,14.70588235,20,80,0,2.941176471,0,0,0,0,0,79.41176471,5.882352941
02 BCN,Playas de Rosarito,  Playas De Rosarito,100,74,53,92.45283019,2.040816327,0,100,0,0,10.20408163,0,20,0,80,95.91836735,2.040816327
02 BCN,San Quintín,  San Quintín,778,513,452,78.53982301,4.788732394,5.882352941,41.17647059,52.94117647,7.323943662,9.295774648,12.12121212,3.03030303,6.060606061,81.81818182,91.26760563,1.126760563
02 BCN,San Felipe,  San Felipe,23,3,1,100,0,0,0,0,0,0,0,0,0,0,0,100
03 BCS,, Baja California Sur,4606,2462,2447,77.64609726,30.36842105,3.986135182,29.80935875,69.32409012,4.157894737,10.89473684,56.03864734,0.483091787,3.8647343,45.89371981,64.84210526,1.263157895
03 BCS,Comondú,  Comondú,1253,814,814,59.58230958,51.75257732,1.593625498,3.187250996,95.61752988,10.92783505,28.65979381,76.25899281,0.71942446,0.71942446,30.21582734,28.65979381,0.412371134
03 BCS,Mulegé,  Mulegé,723,380,380,90.52631579,18.31395349,6.349206349,77.77777778,17.46031746,2.61627907,10.46511628,5.555555556,0,5.555555556,91.66666667,79.36046512,0.581395349
03 BCS,La Paz,  La Paz,1599,718,703,89.61593172,22.22222222,4.285714286,33.57142857,69.28571429,0.952380952,2.857142857,27.77777778,0,16.66666667,61.11111111,78.57142857,1.428571429
03 BCS,Los Cabos,  Los Cabos,934,505,505,81.78217822,24.69733656,3.921568627,65.68627451,35.29411765,2.663438257,3.147699758,23.07692308,0,15.38461538,61.53846154,76.51331719,2.663438257
03 BCS,Loreto,  Loreto,97,45,45,62.22222222,75,23.80952381,4.761904762,76.19047619,0,3.571428571,0,0,0,100,32.14285714,0
04 CAM,, Campeche,53018,44177,1798,77.91991101,41.39900071,3.793103448,80.86206897,18.27586207,13.70449679,13.6331192,22.51308901,3.141361257,31.41361257,53.40314136,34.1184868,8.35117773
04 CAM,Calkiní,  Calkiní,1605,1544,192,100,51.5625,0,81.81818182,18.18181818,3.645833333,15.625,0,0,16.66666667,86.66666667,15.10416667,19.79166667
04 CAM,Campeche,  Campeche,5709,4984,713,88.49929874,41.99683043,3.018867925,92.0754717,7.547169811,19.96830428,5.229793978,30.3030303,3.03030303,39.39393939,42.42424242,35.340729,4.912836767
04 CAM,Carmen,  Carmen,4847,2515,29,89.65517241,50,15.38461538,84.61538462,15.38461538,15.38461538,38.46153846,20,10,40,80,30.76923077,7.692307692
04 CAM,Champotón,  Champotón,7368,6160,114,84.21052632,34.375,0,21.21212121,78.78787879,12.5,44.79166667,11.62790698,0,60.46511628,30.23255814,34.375,0
04 CAM,Hecelchakán,  Hecelchakán,2883,2812,80,78.75,42.85714286,3.703703704,55.55555556,48.14814815,1.587301587,4.761904762,0,0,0,100,42.85714286,17.46031746
04 CAM,Hopelchén,  Hopelchén,8432,8155,297,40.74074074,9.917355372,8.333333333,100,0,3.305785124,20.66115702,80,12,4,16,68.59504132,4.132231405
04 CAM,Palizada,  Palizada,1045,502,11,90.90909091,50,0,100,20,10,10,100,0,0,0,20,20
04 CAM,Tenabo,  Tenabo,1764,1707,228,57.01754386,69.23076923,10,78.88888889,12.22222222,2.307692308,2.307692308,33.33333333,0,0,66.66666667,27.69230769,7.692307692
04 CAM,Escárcega,  Escárcega,4993,3888,46,100,15.2173913,14.28571429,28.57142857,85.71428571,34.7826087,45.65217391,9.523809524,4.761904762,14.28571429,80.95238095,30.43478261,8.695652174
04 CAM,Calakmul,  Calakmul,6178,6010,26,100,34.61538462,0,55.55555556,44.44444444,42.30769231,50,7.692307692,0,23.07692308,69.23076923,3.846153846,19.23076923
04 CAM,Candelaria,  Candelaria,6644,4408,13,92.30769231,8.333333333,0,100,0,58.33333333,33.33333333,25,0,75,50,33.33333333,0
04 CAM,Seybaplaya,  Seybaplaya,971,926,28,96.42857143,44.44444444,0,75,25,0,7.407407407,0,0,50,50,18.51851852,29.62962963
04 CAM,Dzitbalché,  Dzitbalché,579,566,21,100,33.33333333,0,85.71428571,28.57142857,0,14.28571429,0,0,33.33333333,100,61.9047619,4.761904762
05 COA,, Coahuila De Zaragoza,26189,23375,13250,63.56981132,83.75875579,38.28490432,72.62934089,53.59319631,5.235664253,10.19826665,20.60535506,3.725261932,10.47729919,72.17694994,9.56903716,2.101389054
05 COA,Abasolo,  Abasolo,68,58,53,86.79245283,76.08695652,48.57142857,57.14285714,51.42857143,19.56521739,32.60869565,13.33333333,0,6.666666667,86.66666667,8.695652174,0
05 COA,Acuña,  Acuña,149,65,40,90,100,91.66666667,83.33333333,13.88888889,0,0,0,0,0,0,0,0
05 COA,Allende,  Allende,76,69,41,73.17073171,63.33333333,10.52631579,89.47368421,63.15789474,40,43.33333333,0,0,15.38461538,84.61538462,0,0
05 COA,Arteaga,  Arteaga,1575,1545,550,69.27272727,34.3832021,6.106870229,61.83206107,43.51145038,4.461942257,11.81102362,46.66666667,4.444444444,4.444444444,51.11111111,56.95538058,5.774278215
05 COA,Candela,  Candela,215,135,59,50.84745763,90,0,100,3.703703704,0,6.666666667,0,0,0,100,6.666666667,0
05 COA,Castaños,  Castaños,705,606,19,84.21052632,31.25,20,60,20,56.25,87.5,7.142857143,0,42.85714286,64.28571429,0,0
05 COA,Cuatro Ciénegas,  Cuatro Ciénegas,672,611,399,70.67669173,64.18439716,12.15469613,44.75138122,86.74033149,26.95035461,38.29787234,22.22222222,2.777777778,3.703703704,79.62962963,8.510638298,15.60283688
05 COA,Escobedo,  Escobedo,245,209,135,82.22222222,96.3963964,34.57943925,87.85046729,39.25233645,1.801801802,7.207207207,25,0,25,62.5,0.900900901,0
05 COA,Francisco I. Madero,  Francisco I. Madero,1463,1294,1287,40.24864025,97.1042471,68.9860835,82.70377734,10.93439364,1.351351351,2.702702703,78.57142857,7.142857143,0,14.28571429,2.316602317,1.158301158
05 COA,Frontera,  Frontera,268,258,196,92.85714286,80.76923077,12.24489796,57.82312925,49.65986395,3.846153846,14.83516484,0,0,3.703703704,100,3.296703297,2.197802198
05 COA,General Cepeda,  General Cepeda,1608,1597,293,96.58703072,56.53710247,12.5,38.75,76.875,16.96113074,36.04240283,13.7254902,10.78431373,14.70588235,68.62745098,22.96819788,0.35335689
05 COA,Guerrero,  Guerrero,162,116,91,75.82417582,85.50724638,1.694915254,5.084745763,93.22033898,7.246376812,13.04347826,33.33333333,11.11111111,0,55.55555556,1.449275362,0
05 COA,Hidalgo,  Hidalgo,71,37,26,34.61538462,77.77777778,42.85714286,28.57142857,28.57142857,11.11111111,22.22222222,0,0,0,100,0,11.11111111
05 COA,Jiménez,  Jiménez,729,647,544,68.93382353,98.4,65.31165312,88.88888889,3.79403794,0,2.133333333,25,0,50,37.5,1.333333333,0.266666667
05 COA,Juárez,  Juárez,163,125,13,100,100,7.692307692,92.30769231,84.61538462,0,7.692307692,0,0,0,100,0,0
05 COA,Lamadrid,  Lamadrid,107,103,101,67.32673267,89.70588235,4.918032787,96.72131148,95.08196721,4.411764706,8.823529412,50,0,16.66666667,50,5.882352941,1.470588235
05 COA,Matamoros,  Matamoros,1882,1744,1659,40.62688366,85.90504451,53.0224525,69.60276339,41.27806563,0.445103858,3.264094955,77.27272727,4.545454545,0,18.18181818,11.12759644,4.896142433
05 COA,Monclova,  Monclova,168,131,59,96.61016949,68.42105263,0,43.58974359,84.61538462,12.28070175,31.57894737,5.555555556,0,0,94.44444444,5.263157895,1.754385965
05 COA,Morelos,  Morelos,115,90,77,89.61038961,79.71014493,3.636363636,96.36363636,7.272727273,20.28985507,28.98550725,5,0,35,75,0,0
05 COA,Múzquiz,  Múzquiz,591,294,43,90.69767442,79.48717949,22.58064516,74.19354839,29.03225806,2.564102564,15.38461538,0,0,0,100,5.128205128,0
05 COA,Nadadores,  Nadadores,304,284,257,81.71206226,93.33333333,29.59183673,75.51020408,88.7755102,4.761904762,9.047619048,21.05263158,15.78947368,5.263157895,78.94736842,0.952380952,0.476190476
05 COA,Nava,  Nava,147,116,85,80,80.88235294,1.818181818,96.36363636,47.27272727,17.64705882,33.82352941,39.13043478,4.347826087,21.73913043,47.82608696,4.411764706,0
05 COA,Ocampo,  Ocampo,488,242,44,97.72727273,23.25581395,30,60,50,13.95348837,62.79069767,7.407407407,0,7.407407407,96.2962963,6.976744186,0
05 COA,Parras,  Parras,2128,2090,866,82.79445727,74.61645746,9.906542056,72.14953271,50.28037383,9.065550907,9.762900976,11.42857143,2.857142857,2.857142857,87.14285714,20.36262204,0.836820084
05 COA,Piedras Negras,  Piedras Negras,126,106,73,78.08219178,94.73684211,100,94.44444444,3.703703704,3.50877193,7.01754386,50,0,50,50,0,0
05 COA,Progreso,  Progreso,212,149,41,90.24390244,78.37837838,44.82758621,65.51724138,41.37931034,16.21621622,16.21621622,0,0,16.66666667,100,8.108108108,2.702702703
05 COA,Ramos Arizpe,  Ramos Arizpe,1145,1061,424,68.16037736,75.43252595,8.71559633,77.52293578,34.40366972,12.4567474,18.33910035,20.75471698,1.886792453,1.886792453,77.35849057,16.9550173,1.038062284
05 COA,Sabinas,  Sabinas,246,180,41,100,78.04878049,53.125,56.25,62.5,9.756097561,29.26829268,8.333333333,8.333333333,50,50,2.43902439,0
05 COA,Sacramento,  Sacramento,125,122,107,72.89719626,89.74358974,41.42857143,82.85714286,98.57142857,10.25641026,7.692307692,0,16.66666667,16.66666667,66.66666667,3.846153846,0
05 COA,Saltillo,  Saltillo,3263,3166,197,64.97461929,24.21875,0,35.48387097,70.96774194,25.78125,64.0625,3.658536585,0,4.87804878,91.46341463,21.875,2.34375
05 COA,San Buenaventura,  San Buenaventura,424,369,346,84.97109827,93.87755102,20.65217391,85.86956522,86.23188406,1.700680272,6.802721088,5,5,5,85,1.360544218,0.340136054
05 COA,San Juan de Sabinas,  San Juan De Sabinas,245,179,131,97.70992366,93.75,15,65,42.5,3.125,7.03125,0,0,11.11111111,88.88888889,1.5625,0
05 COA,San Pedro,  San Pedro,3882,3590,3566,62.81547953,98.97321429,51.28552097,75.46233649,69.50834461,0.044642857,0.9375,52.38095238,4.761904762,33.33333333,28.57142857,0.758928571,0.9375
05 COA,Sierra Mojada,  Sierra Mojada,266,169,25,96,54.16666667,0,23.07692308,92.30769231,0,45.83333333,90.90909091,9.090909091,0,9.090909091,12.5,0
05 COA,Torreón,  Torreón,561,474,424,40.56603774,95.34883721,46.95121951,51.2195122,70.12195122,0.581395349,5.23255814,66.66666667,0,33.33333333,22.22222222,0.581395349,13.95348837
05 COA,Viesca,  Viesca,1003,914,598,56.85618729,67.35294118,34.06113537,71.1790393,25.76419214,0.588235294,1.176470588,50,0,25,25,33.82352941,0.588235294
05 COA,Villa Unión,  Villa Unión,291,245,183,77.59562842,94.36619718,8.955223881,38.05970149,59.70149254,4.225352113,9.154929577,7.692307692,0,23.07692308,69.23076923,0.704225352,0.704225352
05 COA,Zaragoza,  Zaragoza,301,185,157,80.89171975,85.03937008,4.62962963,92.59259259,38.88888889,14.96062992,23.62204724,13.33333333,3.333333333,13.33333333,83.33333333,3.149606299,0
06 COL,, Colima,14476,13674,7137,64.48087432,62.10343329,31.63051085,64.27571728,50.90972708,28.92220774,15.64537158,2.777777778,2.361111111,19.44444444,80,15.40634507,1.73837462
06 COL,Armería,  Armería,1966,1929,1744,63.99082569,59.94623656,62.78026906,80.71748879,39.61136024,46.23655914,14.6953405,0,0.609756098,9.756097561,90.85365854,6.182795699,0.448028674
06 COL,Colima,  Colima,1594,1481,515,57.86407767,74.16107383,13.57466063,68.77828054,36.19909502,7.046979866,9.395973154,7.142857143,0,42.85714286,60.71428571,24.4966443,1.006711409
06 COL,Comala,  Comala,1145,1062,137,72.99270073,61,49.18032787,24.59016393,40.98360656,12,30,3.333333333,26.66666667,43.33333333,40,31,1
06 COL,Coquimatlán,  Coquimatlán,1510,1386,934,64.45396146,93.02325581,33.75,80.89285714,38.39285714,7.80730897,1.993355482,25,8.333333333,33.33333333,41.66666667,9.136212625,2.159468439
06 COL,Cuauhtémoc,  Cuauhtémoc,1807,1704,205,78.04878049,31.25,10,44,52,14.375,15.625,4,4,44,52,47.5,1.25
06 COL,Ixtlahuacán,  Ixtlahuacán,659,622,358,60.33519553,55.09259259,70.58823529,25.21008403,68.06722689,39.81481481,25,1.851851852,0,16.66666667,85.18518519,44.44444444,0.925925926
06 COL,Manzanillo,  Manzanillo,2288,2177,1088,70.95588235,40.28497409,4.823151125,44.37299035,59.16398714,39.37823834,18.52331606,5.594405594,2.797202797,27.27272727,71.32867133,24.61139896,2.590673575
06 COL,Minatitlán,  Minatitlán,809,772,170,90,73.20261438,14.28571429,40.17857143,66.07142857,7.189542484,10.45751634,12.5,0,25,75,15.68627451,11.76470588
06 COL,Tecomán,  Tecomán,2141,2046,1865,59.08847185,62.70417423,12.01157742,56.43994211,67.58321274,27.22323049,21.50635209,0.843881857,0.843881857,10.54852321,91.13924051,7.168784029,1.451905626
06 COL,Villa de Álvarez,  Villa De Álvarez,557,495,121,68.59504132,77.10843373,50,81.25,59.375,13.25301205,13.25301205,0,0,63.63636364,36.36363636,19.27710843,0
07 CHS,, Chiapas,492046,475107,19589,71.34105876,75.68515206,20.96057483,64.98061832,58.10721377,7.613595707,11.0411449,4.86066105,1.036941024,18.40570318,79.13156189,14.31127013,3.384615385
07 CHS,Acacoyagua,  Acacoyagua,2134,2113,252,0.793650794,50,100,0,0,0,0,0,0,0,0,100,0
07 CHS,Acala,  Acala,2062,2041,114,72.80701754,85.54216867,16.90140845,54.92957746,42.25352113,2.409638554,25.30120482,4.761904762,0,47.61904762,47.61904762,21.68674699,1.204819277
07 CHS,Acapetahua,  Acapetahua,3348,3275,270,5.925925926,31.25,20,100,20,25,31.25,20,0,0,100,25,6.25
07 CHS,Altamirano,  Altamirano,4078,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Amatán,  Amatán,3740,3431,4,100,25,0,100,0,0,0,0,0,0,0,75,0
07 CHS,Amatenango de la Frontera,  Amatenango De La Frontera,2930,2918,12,75,33.33333333,0,33.33333333,66.66666667,11.11111111,55.55555556,0,0,0,100,0,11.11111111
07 CHS,Amatenango del Valle,  Amatenango Del Valle,1457,1454,278,99.64028777,100,0.722021661,99.27797834,37.54512635,0,0.36101083,0,0,100,0,4.693140794,0
07 CHS,Ángel Albino Corzo,  Ángel Albino Corzo,3968,3948,7,100,57.14285714,0,50,50,57.14285714,57.14285714,0,0,0,100,14.28571429,0
07 CHS,Arriaga,  Arriaga,1573,1469,8,87.5,42.85714286,0,33.33333333,66.66666667,0,57.14285714,0,0,50,75,14.28571429,0
07 CHS,Bejucal de Ocampo,  Bejucal De Ocampo,615,613,4,75,100,66.66666667,33.33333333,33.33333333,0,66.66666667,0,0,0,100,0,0
07 CHS,Bella Vista,  Bella Vista,2143,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Berriozábal,  Berriozábal,2249,2208,16,93.75,93.33333333,7.142857143,78.57142857,21.42857143,0,6.666666667,0,0,100,0,6.666666667,0
07 CHS,Bochil,  Bochil,5304,5074,56,96.42857143,46.2962963,0,80,20,18.51851852,40.74074074,0,0,0,100,20.37037037,1.851851852
07 CHS,El Bosque,  El Bosque,4730,4689,2,50,0,0,0,0,0,0,0,0,0,0,100,0
07 CHS,Cacahoatán,  Cacahoatán,5718,5715,59,98.30508475,5.172413793,0,100,0,5.172413793,87.93103448,0,0,0,100,1.724137931,0
07 CHS,Catazajá,  Catazajá,2328,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Cintalapa de Figueroa,  Cintalapa De Figueroa,7537,7276,238,77.73109244,58.91891892,42.20183486,50.4587156,41.28440367,2.702702703,4.864864865,0,0,44.44444444,66.66666667,40,1.081081081
07 CHS,Coapilla,  Coapilla,1147,1137,3,100,0,0,0,0,0,0,0,0,0,0,100,0
07 CHS,Comitán de Domínguez,  Comitán De Domínguez,7723,7622,694,88.47262248,39.90228013,1.224489796,24.08163265,77.14285714,0.651465798,0.977198697,16.66666667,0,0,83.33333333,52.11726384,11.72638436
07 CHS,La Concordia,  La Concordia,9561,9342,426,75.35211268,95.01557632,48.19672131,82.62295082,76.39344262,3.426791277,3.738317757,0,0,25,83.33333333,2.180685358,0.934579439
07 CHS,Copainalá,  Copainalá,3313,3243,71,100,97.18309859,10.14492754,88.4057971,85.50724638,2.816901408,2.816901408,50,0,0,100,4.225352113,0
07 CHS,Chalchihuitán,  Chalchihuitán,2481,2481,1,100,100,100,100,0,0,0,0,0,0,0,0,0
07 CHS,Chamula,  Chamula,12886,12866,147,99.31972789,77.39726027,7.079646018,86.72566372,10.61946903,9.589041096,21.23287671,9.677419355,3.225806452,6.451612903,83.87096774,17.80821918,4.109589041
07 CHS,Chanal,  Chanal,1606,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Chapultenango,  Chapultenango,1478,1282,64,98.4375,3.174603175,0,100,0,0,0,0,0,0,0,0,96.82539683
07 CHS,Chenalhó,  Chenalhó,5362,5345,5,60,33.33333333,100,100,100,100,100,33.33333333,33.33333333,33.33333333,100,33.33333333,0
07 CHS,Chiapa de Corzo,  Chiapa De Corzo,7235,7154,824,82.40291262,68.18851252,0.863930886,36.50107991,67.17062635,3.976435935,7.06921944,8.333333333,4.166666667,10.41666667,83.33333333,35.1988218,0.441826215
07 CHS,Chiapilla,  Chiapilla,731,720,138,92.02898551,99.21259843,19.84126984,52.38095238,61.9047619,0.787401575,22.83464567,0,0,89.65517241,10.34482759,1.57480315,0
07 CHS,Chicoasén,  Chicoasén,679,677,5,40,0,0,0,0,0,100,0,0,0,100,50,0
07 CHS,Chicomuselo,  Chicomuselo,4937,4881,35,54.28571429,47.36842105,22.22222222,66.66666667,33.33333333,31.57894737,42.10526316,0,0,0,100,10.52631579,10.52631579
07 CHS,Chilón,  Chilón,19499,19450,3,100,0,0,0,0,33.33333333,66.66666667,0,0,0,100,33.33333333,0
07 CHS,Escuintla,  Escuintla,3736,3673,212,12.73584906,77.77777778,28.57142857,57.14285714,23.80952381,11.11111111,11.11111111,0,0,0,100,3.703703704,0
07 CHS,Francisco León,  Francisco León,1296,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Frontera Comalapa,  Frontera Comalapa,5771,5599,784,8.673469388,80.88235294,16.36363636,50.90909091,56.36363636,8.823529412,16.17647059,9.090909091,0,18.18181818,72.72727273,13.23529412,2.941176471
07 CHS,Frontera Hidalgo,  Frontera Hidalgo,1104,1079,216,97.68518519,63.98104265,13.33333333,75.55555556,26.66666667,27.96208531,17.06161137,2.777777778,0,5.555555556,91.66666667,13.27014218,0
07 CHS,La Grandeza,  La Grandeza,781,771,9,100,100,11.11111111,88.88888889,0,11.11111111,77.77777778,0,0,14.28571429,85.71428571,0,0
07 CHS,Huehuetán,  Huehuetán,4143,4114,241,73.02904564,85.79545455,1.324503311,80.79470199,83.44370861,9.659090909,9.659090909,5.882352941,0,5.882352941,88.23529412,4.545454545,2.840909091
07 CHS,Huixtán,  Huixtán,3040,3037,2,100,50,0,100,0,0,0,0,0,0,0,50,0
07 CHS,Huitiupán,  Huitiupán,4583,4449,3,66.66666667,50,0,100,0,0,0,0,0,0,0,50,0
07 CHS,Huixtla,  Huixtla,3453,3419,10,80,50,0,50,75,12.5,50,0,0,25,100,0,0
07 CHS,La Independencia,  La Independencia,9086,9076,384,99.73958333,4.177545692,0,37.5,62.5,1.566579634,1.305483029,0,0,0,100,93.47258486,2.088772846
07 CHS,Ixhuatán,  Ixhuatán,2636,2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Ixtacomitán,  Ixtacomitán,950,787,1,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Ixtapa,  Ixtapa,5794,5713,136,97.05882353,77.27272727,1.960784314,50.98039216,54.90196078,14.39393939,8.333333333,0,0,0,100,8.333333333,16.66666667
07 CHS,Ixtapangajoya,  Ixtapangajoya,638,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Jiquipilas,  Jiquipilas,7164,7084,120,94.16666667,29.20353982,9.090909091,45.45454545,48.48484848,1.769911504,4.424778761,0,0,20,100,71.68141593,1.769911504
07 CHS,Jitotol,  Jitotol,4145,3879,72,90.27777778,70.76923077,0,19.56521739,82.60869565,6.153846154,24.61538462,6.25,6.25,12.5,87.5,10.76923077,0
07 CHS,Juárez,  Juárez,2342,1151,2,50,100,0,100,0,0,0,0,0,0,0,0,0
07 CHS,Larráinzar,  Larráinzar,3884,3870,24,87.5,47.61904762,0,70,30,9.523809524,23.80952381,0,0,0,100,33.33333333,4.761904762
07 CHS,La Libertad,  La Libertad,753,545,5,100,100,0,60,40,0,0,0,0,0,0,0,0
07 CHS,Mapastepec,  Mapastepec,4998,4553,626,2.555910543,12.5,0,100,0,37.5,50,12.5,0,25,75,31.25,0
07 CHS,Las Margaritas,  Las Margaritas,16122,15998,575,96.69565217,97.6618705,18.2320442,50.82872928,70.71823204,0.899280576,5.755395683,3.125,0,56.25,46.875,6.834532374,1.618705036
07 CHS,Mazapa de Madero,  Mazapa De Madero,851,823,16,100,50,50,50,50,31.25,75,0,0,8.333333333,100,0,0
07 CHS,Mazatán,  Mazatán,3482,3423,335,66.86567164,70.08928571,2.547770701,26.75159236,82.80254777,21.875,16.51785714,10.81081081,0,16.21621622,72.97297297,4.464285714,3.571428571
07 CHS,Metapa,  Metapa,294,288,67,100,55.2238806,21.62162162,70.27027027,10.81081081,22.3880597,17.91044776,8.333333333,0,41.66666667,58.33333333,26.86567164,5.970149254
07 CHS,Mitontic,  Mitontic,1663,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Motozintla,  Motozintla,5600,5571,47,85.10638298,27.5,72.72727273,27.27272727,0,37.5,70,0,0,3.571428571,100,12.5,5
07 CHS,Nicolás Ruíz,  Nicolás Ruíz,484,482,3,100,100,33.33333333,66.66666667,66.66666667,0,0,0,0,0,0,0,0
07 CHS,Ocosingo,  Ocosingo,22504,21984,176,97.15909091,42.10526316,5.555555556,91.66666667,4.166666667,0,5.847953216,0,10,50,40,5.263157895,52.04678363
07 CHS,Ocotepec,  Ocotepec,1167,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Ocozocoautla de Espinosa,  Ocozocoautla De Espinosa,8094,7728,37,86.48648649,62.5,25,40,40,12.5,9.375,0,0,33.33333333,66.66666667,37.5,3.125
07 CHS,Ostuacán,  Ostuacán,2024,1641,1,100,100,0,100,0,0,0,0,0,0,0,0,0
07 CHS,Osumacinta,  Osumacinta,387,382,1,100,0,0,0,0,0,0,0,0,0,0,0,100
07 CHS,Oxchuc,  Oxchuc,5551,5546,235,99.57446809,97.86324786,0.436681223,99.12663755,1.310043668,0.427350427,0.427350427,100,100,0,0,0.854700855,0.427350427
07 CHS,Palenque,  Palenque,11191,9568,42,95.23809524,50,5,70,35,37.5,27.5,9.090909091,9.090909091,9.090909091,100,5,27.5
07 CHS,Pantelhó,  Pantelhó,2230,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Pantepec,  Pantepec,2329,2308,2,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Pichucalco,  Pichucalco,2463,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07 CHS,Pijijiapan,  Pijijiapan,5077,4018,129,86.04651163,9.009009009,0,40,60,15.31531532,10.81081081,8.333333333,0,16.66666667,75,70.27027027,10.81081081
07 CHS,El Porvenir,  El Porvenir,1812,1808,67,100,73.13432836,71.42857143,26.53061224,2.040816327,14.92537313,82.08955224,0,0,0,100,0,5.970149254
07 CHS,Villa Comaltitlán,  Villa Comaltitlán,4080,4015,34,55.88235294,31.57894737,16.66666667,50,33.33333333,73.68421053,63.15789474,0,0,8.333333333,91.66666667,0,0
07 CHS,Pueblo Nuevo Solistahuacán,  Pueblo Nuevo Solistahuacán,4366,4309,16,12.5,100,0,100,0,0,0,0,0,0,0,0,0
07 CHS,Rayón,  Rayón,1180,1171,1,100,0,0,0,0,100,100,0,0,0,100,0,0
